"UpdateID","MarkdownFile","LineNumber","CurrentPath","NewPath","ChangeType","Context"
"83","_builds\plant-displays\snowdrops-001-planning-build.md","57","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-006.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-006.jpg","Path update","![Planning 006]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-006.jp..."
"84","_builds\plant-displays\snowdrops-001-planning-build.md","59","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-007.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-007.jpg","Path update","![Planning 007]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-007.jp..."
"85","_builds\plant-displays\snowdrops-001-planning-build.md","61","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-008.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-008.jpg","Path update","![Planning 008]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-008.jp..."
"86","_builds\plant-displays\snowdrops-001-planning-build.md","63","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-009.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-009.jpg","Path update","![Planning 009]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-009.jp..."
"87","_builds\plant-displays\snowdrops-001-planning-build.md","65","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-010.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-010.jpg","Path update","![Planning 010]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-010.jp..."
"88","_builds\plant-displays\snowdrops-001-planning-build.md","67","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-011.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-011.jpg","Path update","![Planning 011]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-011.jp..."
"89","_builds\plant-displays\snowdrops-001-planning-build.md","69","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-012.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-012.jpg","Path update","![Planning 012]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-012.jp..."
"90","_builds\plant-displays\snowdrops-001-planning-build.md","71","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-013.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-013.jpg","Path update","![Planning 013]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-013.jp..."
"91","_builds\plant-displays\snowdrops-001-planning-build.md","73","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-014.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-014.jpg","Path update","![Planning 014]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-014.jp..."
"92","_builds\plant-displays\snowdrops-001-planning-build.md","75","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-015.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-015.jpg","Path update","![Planning 015]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-015.jp..."
"93","_builds\plant-displays\snowdrops-001-planning-build.md","77","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-016.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-016.jpg","Path update","![Planning 016]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-016.jp..."
"94","_builds\plant-displays\snowdrops-001-planning-build.md","79","assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-017.jpg","assets/images/projects/plant-displays/snowdrops/planning/sno-planning-017.jpg","Path update","![Planning 017]({{ 'assets/images/projects/plant-displays/snowdrops/planning/plant-displays-snowdrops-planning-017.jp..."
"95","_builds\plant-displays\snowdrops-001-planning-build.md","85","assets/images/projects/plant-displays/snowdrops/build/plant-displays-snowdrops-build-001.jpg","assets/images/projects/plant-displays/snowdrops/build/sno-build-001.jpg","Path update","![Build 001]({{ 'assets/images/projects/plant-displays/snowdrops/build/plant-displays-snowdrops-build-001.jpg' | rela..."
"96","_builds\plant-displays\snowdrops-001-planning-build.md","87","assets/images/projects/plant-displays/snowdrops/build/plant-displays-snowdrops-build-002.jpg","assets/images/projects/plant-displays/snowdrops/build/sno-build-002.jpg","Path update","![Build 002]({{ 'assets/images/projects/plant-displays/snowdrops/build/plant-displays-snowdrops-build-002.jpg' | rela..."
"97","_builds\plant-displays\snowdrops-001-planning-build.md","91","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-001.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-001.jpg","Path update","![Gallery 001]({{ 'assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-001.jpg' ..."
"98","_builds\plant-displays\snowdrops-001-planning-build.md","93","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-002.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-002.jpg","Path update","![Gallery 002]({{ 'assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-002.jpg' ..."
"99","_builds\plant-displays\snowdrops-001-planning-build.md","95","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-003.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-003.jpg","Path update","![Gallery 003]({{ 'assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-003.jpg' ..."
"100","_builds\plant-displays\snowdrops-001-planning-build.md","97","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-004.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-004.jpg","Path update","![Gallery 004]({{ 'assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-004.jpg' ..."
"101","_builds\plant-displays\snowdrops-001-planning-build.md","99","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-005.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-005.jpg","Path update","![Gallery 005]({{ 'assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-005.jpg' ..."
"102","_builds\plant-displays\protea-001-planning-build.md","10","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-001.jpg","Path update","signature_image: ""assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg"""
"103","_builds\plant-displays\protea-001-planning-build.md","16","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-001.jpg","Path update","- path: ""assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg"""
"104","_builds\plant-displays\protea-001-planning-build.md","38","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-001.jpg","Path update","![Planning 001]({{ 'assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg' | r..."
"105","_builds\plant-displays\protea-001-planning-build.md","40","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-002.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-002.jpg","Path update","![Planning 002]({{ 'assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-002.jpg' | r..."
"106","_builds\plant-displays\protea-001-planning-build.md","42","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-003.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-003.jpg","Path update","![Planning 003]({{ 'assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-003.jpg' | r..."
"107","_builds\plant-displays\protea-001-planning-build.md","44","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-004.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-004.jpg","Path update","![Planning 004]({{ 'assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-004.jpg' | r..."
"108","_builds\plant-displays\strelitzia-001-planning-build.md","10","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-001.jpg","Path update","signature_image: ""assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg"""
"109","_builds\plant-displays\strelitzia-001-planning-build.md","16","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-001.jpg","Path update","- path: ""assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg"""
"110","_builds\plant-displays\strelitzia-001-planning-build.md","38","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-001.jpg","Path update","![Planning 001]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001...."
"111","_builds\plant-displays\strelitzia-001-planning-build.md","40","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-002.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-002.jpg","Path update","![Planning 002]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-002...."
"112","_builds\plant-displays\strelitzia-001-planning-build.md","42","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-003.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-003.jpg","Path update","![Planning 003]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-003...."
"113","_builds\plant-displays\strelitzia-001-planning-build.md","44","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-004.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-004.jpg","Path update","![Planning 004]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-004...."
"114","_builds\plant-displays\strelitzia-001-planning-build.md","46","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-005.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-005.jpg","Path update","![Planning 005]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-005...."
"115","_builds\plant-displays\strelitzia-001-planning-build.md","48","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-006.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-006.jpg","Path update","![Planning 006]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-006...."
"116","_builds\plant-displays\strelitzia-001-planning-build.md","50","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-007.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-007.jpg","Path update","![Planning 007]({{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-007...."
"117","_projects\plant-displays.md","10","assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-005.jpg","assets/images/projects/plant-displays/ranunculus/gallery/ran-gallery-005.jpg","Path update","featured_image: ""assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-005.jpg"""
"118","_projects\plant-displays.md","32","assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-005.jpg","assets/images/projects/plant-displays/ranunculus/gallery/ran-gallery-005.jpg","Path update","- ""assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-005.jpg"""
"119","_projects\plant-displays.md","33","assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-008.jpg","assets/images/projects/plant-displays/ranunculus/gallery/ran-gallery-008.jpg","Path update","- ""assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-008.jpg"""
"120","_projects\plant-displays.md","34","assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-011.jpg","assets/images/projects/plant-displays/ranunculus/gallery/ran-gallery-011.jpg","Path update","- ""assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-011.jpg"""
"121","_projects\plant-displays.md","35","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-001.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-001.jpg","Path update","- ""assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-001.jpg"""
"122","_projects\plant-displays.md","36","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-003.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-003.jpg","Path update","- ""assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-003.jpg"""
"123","_projects\plant-displays.md","37","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-005.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-005.jpg","Path update","- ""assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-005.jpg"""
"124","_projects\plant-displays.md","89","assets/images/projects/plant-displays/bluebells/build/plant-displays-bluebells-build-001.jpg","assets/images/projects/plant-displays/bluebells/build/blu-build-001.jpg","Path update","<img src=""{{ 'assets/images/projects/plant-displays/bluebells/build/plant-displays-bluebells-build-001.jpg' | relativ..."
"125","_projects\plant-displays.md","134","assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg","assets/images/projects/plant-displays/protea/planning/pro-planning-001.jpg","Path update","<img src=""{{ 'assets/images/projects/plant-displays/protea/planning/plant-displays-protea-planning-001.jpg' | relativ..."
"126","_projects\plant-displays.md","149","assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-005.jpg","assets/images/projects/plant-displays/ranunculus/gallery/ran-gallery-005.jpg","Path update","<img src=""{{ 'assets/images/projects/plant-displays/ranunculus/gallery/plant-displays-ranunculus-gallery-005.jpg' | r..."
"127","_projects\plant-displays.md","164","assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-001.jpg","assets/images/projects/plant-displays/snowdrops/gallery/sno-gallery-001.jpg","Path update","<img src=""{{ 'assets/images/projects/plant-displays/snowdrops/gallery/plant-displays-snowdrops-gallery-001.jpg' | rel..."
"128","_projects\plant-displays.md","179","assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg","assets/images/projects/plant-displays/strelitzia/planning/str-planning-001.jpg","Path update","<img src=""{{ 'assets/images/projects/plant-displays/strelitzia/planning/plant-displays-strelitzia-planning-001.jpg' |..."
"129","_builds\plant-displays\poinsettia-001-planning-build.md","0","[FILE RENAME]","_builds\plant-displays\hibiscus-001-planning-build.md","File Rename","Rename build log file from poinsettia to hibiscus"
"130","_builds\plant-displays\hibiscus-001-planning-build.md (after rename)","0","[TEXT: 'Poinsettia']","[TEXT: 'Hibiscus']","Text Replace","Replace all 'Poinsettia' with 'Hibiscus' throughout file"
"131","_projects\plant-displays.md","0","[TEXT: 'Poinsettia']","[TEXT: 'Hibiscus']","Text Replace","Replace 'Poinsettia' with 'Hibiscus' in plant descriptions"
